Time,ACCx,ACCy,ACCz,GYRx,GYRy,GYRz,MAGx,MAGy,MAGz,Motor_Speed,
221.673,-0.072,0.013,-0.054,-0.228,0.202,1.927,583.677,-283.589,-822.744,0.037,0.037
221.678,-0.077,0.012,-0.05,-0.123,0.018,1.892,583.677,-283.589,-822.744,0.031,0.031
221.683,-0.077,0.012,-0.05,-0.123,0.018,1.892,583.677,-283.589,-822.744,0.026,0.026
221.687,-0.072,0.016,-0.047,-0.123,0.018,1.892,583.677,-283.589,-822.744,0.02,0.02
221.692,-0.072,0.016,-0.047,-0.097,-0.113,1.612,399.366,-254.573,-535.085,0.015,0.015
221.697,-0.072,0.02,-0.045,-0.097,-0.113,1.612,399.366,-254.573,-535.085,0.01,0.01
221.701,-0.072,0.02,-0.045,-0.473,0.115,1.349,399.366,-254.573,-535.085,0.006,0.006
221.706,-0.072,0.02,-0.045,-0.473,0.115,1.349,399.366,-254.573,-535.085,0.002,0.002
221.71,-0.068,0.012,-0.042,-0.473,0.377,0.912,399.366,-254.573,-535.085,0.001,0.001
221.715,-0.068,0.012,-0.042,-0.272,0.377,0.912,334.374,-187.572,-548.084,0.003,-0.003
221.72,-0.071,0.014,-0.042,-0.272,0.377,0.912,334.374,-187.572,-548.084,0.006,-0.006
221.725,-0.071,0.014,-0.042,-0.333,0.535,0.404,334.374,-187.572,-548.084,0.007,-0.007
221.729,-0.07,0.014,-0.044,-0.333,0.535,0.404,334.374,-187.572,-548.084,0.008,-0.008
221.734,-0.07,0.014,-0.044,-0.176,0.351,-0.024,150.571,-10.309,-616.015,0.008,-0.008
221.738,-0.068,0.018,-0.034,-0.176,0.351,-0.024,150.571,-10.309,-616.015,0.008,-0.008
221.743,-0.068,0.018,-0.034,-0.176,0.351,-0.34,150.571,-10.309,-616.015,0.007,-0.007
221.747,-0.068,0.018,-0.044,-0.141,0.246,-0.34,150.571,-10.309,-616.015,0.006,-0.006
221.752,-0.072,0.007,-0.044,-0.141,0.246,-0.34,150.571,-10.309,-647.884,0.005,-0.005
221.757,-0.072,0.007,-0.044,-0.167,0.587,-1.048,152.094,126.331,-647.884,0.002,-0.002
221.761,-0.068,0.015,-0.042,-0.167,0.587,-1.048,152.094,126.331,-647.884,0.001,0.001
221.766,-0.068,0.015,-0.042,-0.044,0.307,-1.136,152.094,126.331,-647.884,0.004,0.004
221.771,-0.072,0.018,-0.035,-0.044,0.307,-1.136,152.094,126.331,-647.884,0.008,0.008
221.775,-0.072,0.018,-0.035,-0.044,0.307,-0.882,310.003,42.448,-641.175,0.01,0.01
221.78,-0.072,0.015,-0.054,-0.421,0.132,-0.882,310.003,42.448,-641.175,0.013,0.013
221.785,-0.072,0.015,-0.054,-0.421,0.132,-0.882,310.003,42.448,-641.175,0.016,0.016
221.789,-0.072,0.012,-0.045,-0.272,0.535,-0.418,310.003,42.448,-641.175,0.017,0.017
221.794,-0.07,0.012,-0.045,-0.272,0.535,-0.418,310.003,177.505,-470.928,0.018,0.018
221.798,-0.07,0.012,-0.045,-0.482,0.298,-0.331,256.182,127.914,-470.928,0.019,0.019
221.803,-0.081,0.02,-0.053,-0.482,0.298,-0.331,256.182,127.914,-470.928,0.02,0.02
221.808,-0.081,0.02,-0.053,-0.482,0.298,-0.331,256.182,127.914,-470.928,0.021,0.021
221.812,-0.072,0.016,-0.051,-0.193,0.333,-0.462,256.182,127.914,-470.928,0.023,0.023
221.817,-0.072,0.016,-0.051,-0.193,0.333,-0.462,298.832,230.789,-397.126,0.024,0.024
221.822,-0.071,0.02,-0.058,-0.219,0.123,-0.226,298.832,230.789,-397.126,0.025,0.025
221.826,-0.071,0.02,-0.058,-0.219,0.123,-0.226,298.832,230.789,-397.126,0.025,0.025
221.831,-0.065,0.012,-0.037,-0.158,0.552,-0.051,298.832,230.789,-397.126,0.026,0.026
221.836,-0.065,0.012,-0.037,-0.158,0.552,-0.051,454.202,101.535,-516.215,0.026,0.026
221.84,-0.065,0.012,-0.04,-0.158,0.552,-0.051,454.202,101.535,-516.215,0.026,0.026
221.845,-0.066,0.016,-0.04,-0.009,0.981,-0.488,454.202,101.535,-516.215,0.027,0.027
221.849,-0.066,0.016,-0.04,-0.009,0.981,-0.488,454.202,101.535,-516.215,0.029,0.029
221.854,-0.07,0.02,-0.038,-0.622,0.946,-0.462,454.202,101.535,-516.215,0.03,0.03
221.859,-0.07,0.02,-0.038,-0.622,0.946,-0.462,534.933,-26.664,-530.892,0.032,0.032
221.863,-0.07,0.02,-0.051,-0.622,0.473,-0.077,534.933,-26.664,-530.892,0.032,0.032
221.868,-0.07,0.02,-0.051,-0.167,0.473,-0.077,534.933,-26.664,-530.892,0.032,0.032
221.873,-0.076,0.015,-0.04,-0.167,0.473,-0.077,534.933,-26.664,-530.892,0.032,0.032
221.877,-0.076,0.015,-0.04,-0.219,0.158,0.081,121.122,59.857,-462.96,0.032,0.032
221.882,-0.076,-1.174,-0.364,-0.219,0.158,0.081,121.122,59.857,-462.96,0.032,0.032
221.886,0.738,-1.174,-0.364,14.839,6.03,-0.952,121.122,59.857,-462.96,0.035,0.035
221.891,0.738,-1.174,-0.364,14.839,6.03,-0.952,121.122,59.857,-462.96,0.037,0.037
221.896,0.198,1.254,-3.002,14.839,6.03,-4.4,121.122,59.857,-462.96,0.051,0.051
